Dispositif,Year,SiteName,Valley,Prove,BlockCG,ID,Mother,LU,LC,GS,Elevation
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q31-12 B2,O12fam31,115.5,300,184.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q31-13 B2,O12fam31,115.5,322.5555556,207.0555556,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q31-2 B2,O12fam31,122,NA,NA,1200
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q50-2 B1,L1fam50,118.5,307,188.5,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q50-3 B1,L1fam50,115.5,308.4893617,192.9893617,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q50-4 B1,L1fam50,112.5,NA,NA,100
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q8-4 B3,O16fam8,125.5,314,188.5,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q8-5 B3,O16fam8,112.5,NA,NA,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q8-1 B4,O16fam8,109,279,170,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q8-2 B4,O16fam8,109,271.2222222,162.2222222,1600
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q20-1 B2,O12fam20,112.5,313.3636364,200.8636364,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q20-10 B2,O12fam20,109,NA,NA,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q20-2 B2,O12fam20,112.5,342,229.5,1200
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q11-2 B2,L8fam11,118.5,342,223.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q11-3 B2,L8fam11,115.5,323.6444444,208.1444444,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q11-4 B2,L8fam11,109,314,205,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q11-5 B2,L8fam11,112.5,NA,NA,800
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q23-4 B2,O1fam23,112.5,NA,NA,100
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q35-7 B2,O12fam35,115.5,321,205.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q35-8 B2,O12fam35,118.5,293,174.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q35-1 B3,O12fam35,112.5,300,187.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q35-2 B3,O12fam35,112.5,300,187.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q25-3 B2,O12fam25,112.5,308.8421053,196.3421053,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q25-4 B2,O12fam25,102,307,205,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q25-5 B2,O12fam25,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q25-6 B2,O12fam25,112.5,310.1818182,197.6818182,1200
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q2-4 B2,L8fam2,115.5,307,191.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q2-5 B2,L8fam2,118.5,342,223.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q2-6 B2,L8fam2,109,342,233,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q2-7 B2,L8fam2,115.5,328,212.5,800
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q1-1 B1,L12fam1,115.5,300,184.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q1-2 B1,L12fam1,115.5,300,184.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q1-1 B2,L12fam1,115.5,307,191.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q1-2 B2,L12fam1,115.5,307,191.5,1200
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q19-11 B2,L16fam19,115.5,315.037037,199.537037,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q19-2 B2,L16fam19,109,311.6666667,202.6666667,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q19-3 B2,L16fam19,112.5,307,194.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q19-4 B2,L16fam19,112.5,300,187.5,1600
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q31-1 B1,O1fam31,109,300,191,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q31-2 B1,O1fam31,109,307,198,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q31-3 B1,O1fam31,109,300,191,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q31-1 B2,O1fam31,105.5,NA,NA,100
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q10-3 B4,O16fam10,115.5,307,191.5,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q10-4 B4,O16fam10,112.5,313.3636364,200.8636364,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q10-5 B4,O16fam10,112.5,300,187.5,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q5-1 B1,O16fam5,112.5,300,187.5,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q5-2 B1,O16fam5,112.5,310.5,198,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q5-3 B1,O16fam5,112.5,307,194.5,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q5-1 B2,O16fam5,112.5,314,201.5,1600
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q4-4 B2,O8fam4,112.5,313.7741935,201.2741935,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q4-5 B2,O8fam4,115.5,308.8421053,193.3421053,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q4-7 B2,O8fam4,109,310.5,201.5,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q4-2 B3,O8fam4,115.5,317.5,202,800
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q28-1 B1,L16fam28,122,307,185,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q28-1 B3,L16fam28,118.5,307,188.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q28-2 B3,L16fam28,115.5,321,205.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q28-3 B3,L16fam28,115.5,293,177.5,1600
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q37-1 B2,O12fam37,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q37-10 B2,O12fam37,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q37-11 B2,O12fam37,115.5,300,184.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q37-12 B2,O12fam37,109,308.5217391,199.5217391,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q8-3 B2,O12fam8,109,308.4,199.4,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q8-4 B2,O12fam8,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q8-5 B2,O12fam8,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q8-6 B2,O12fam8,112.5,300,187.5,1200
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q10-7 B2,L16fam10,118.5,307,188.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q10-1 B3,L16fam10,112.5,307,194.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q10-10 B3,L16fam10,115.5,279,163.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q10-2 B3,L16fam10,112.5,307,194.5,1600
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q32-1 B1,L12fam32,118.5,307,188.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q32-2 B1,L12fam32,115.5,309.1212121,193.6212121,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q32-3 B1,L12fam32,122,311.2,189.2,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q32-4 B1,L12fam32,115.5,308.4893617,192.9893617,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q20-1 B1,L12fam20,112.5,314,201.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q20-2 B1,L12fam20,115.5,307,191.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q20-3 B1,L12fam20,122,328,206,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q20-4 B1,L12fam20,122,272,150,1200
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q15-5 B2,L1fam15,109,275.440678,166.440678,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q15-6 B2,L1fam15,109,300,191,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q15-7 B2,L1fam15,105.5,307,201.5,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q15-8 B2,L1fam15,109,308.4,199.4,100
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q5-5 B2,O12fam5,115.5,307.8974359,192.3974359,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q5-6 B2,O12fam5,112.5,319.0555556,206.5555556,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q5-7 B2,O12fam5,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q5-1 B3,O12fam5,115.5,355.3636364,239.8636364,1200
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q37-1 B1,L8fam37,122,342,220,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q37-2 B1,L8fam37,122,342,220,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q37-3 B1,L8fam37,112.5,349,236.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q37-4 B1,L8fam37,109,307,198,800
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q33-6 B2,O12fam33,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q33-7 B2,O12fam33,112.5,310.5,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q33-8 B2,O12fam33,112.5,315.037037,202.537037,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q33-9 B2,O12fam33,115.5,308.6666667,193.1666667,1200
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q3-5 B2,L3fam3,112.5,293,180.5,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q3-6 B2,L3fam3,112.5,269.6666667,157.1666667,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q3-7 B2,L3fam3,109,308.4893617,199.4893617,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q3-1 B3,L3fam3,102,279,177,300
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q24-4 B2,O1fam24,109,279,170,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q24-5 B2,O1fam24,105.5,307,201.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q24-6 B2,O1fam24,109,308.5217391,199.5217391,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q24-7 B2,O1fam24,112.5,313.1764706,200.6764706,100
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q28-5 B3,L8fam28,118.5,307,188.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q28-6 B3,L8fam28,119.25,307,187.75,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q28-7 B3,L8fam28,118.5,313.6666667,195.1666667,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q28-8 B3,L8fam28,118.5,318.4074074,199.9074074,800
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q49-4 B2,L3fam49,122,309.8,187.8,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q49-5 B2,L3fam49,109,321,212,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q49-6 B2,L3fam49,112.5,279,166.5,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q49-1 B3,L3fam49,109,321,212,300
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q14-6 B2,L8fam14,118.5,318.4074074,199.9074074,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q14-7 B2,L8fam14,118.5,310.5,192,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q14-8 B2,L8fam14,118.5,307,188.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q14-1 B3,L8fam14,118.5,307,188.5,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q10-5 B2,O8fam10,105.5,308.5217391,203.0217391,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q10-1 B3,O8fam10,112.5,310.5,198,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q10-2 B3,O8fam10,109,300,191,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q10-3 B3,O8fam10,109,300,191,800
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q11-1 B2,L3fam11,109,279,170,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q11-10 B2,L3fam11,109,286.5,177.5,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q11-11 B2,L3fam11,109,279,170,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q11-12 B2,L3fam11,112.5,293,180.5,300
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q6-1 B3,O1fam6,109,NA,NA,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q6-3 B3,O1fam6,118.5,NA,NA,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q6-4 B3,O1fam6,129.5,307,177.5,100
Toulenne,2009,Bager,Ossau,O4,1_Toulenne,O4Q13-1 B1,O4fam13,112.5,311.2,198.7,400
Toulenne,2009,Bager,Ossau,O4,1_Toulenne,O4Q13-2 B1,O4fam13,112.5,279,166.5,400
Toulenne,2009,Bager,Ossau,O4,1_Toulenne,O4Q13-3 B1,O4fam13,112.5,316.3333333,203.8333333,400
Toulenne,2009,Bager,Ossau,O4,1_Toulenne,O4Q13-4 B1,O4fam13,109,314,205,400
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q23-6 B2,O12fam23,109,NA,NA,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q23-1 B3,O12fam23,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q23-2 B3,O12fam23,115.5,321,205.5,1200
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q55-2 B3,L3fam55,122,314,192,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q55-3 B3,L3fam55,125.5,315.4,189.9,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q55-4 B3,L3fam55,122,309.3333333,187.3333333,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q55-5 B3,L3fam55,112.5,307,194.5,300
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q3-3 B3,O12fam3,112.5,NA,NA,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q3-1 B4,O12fam3,112.5,267.9166667,155.4166667,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q3-2 B4,O12fam3,105.5,313.7741935,208.2741935,1200
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q50-6 B2,L3fam50,122,317.5,195.5,300
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q50-7 B2,L3fam50,115.5,308.8421053,193.3421053,300
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q50-8 B2,L3fam50,115.5,307,191.5,300
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q50-9 B2,L3fam50,115.5,269.7727273,154.2727273,300
Toulenne,2009,Josbaig,Ossau,O1,2_Toulenne,O1Q31-2 B2,O1fam31,109,307,198,100
Toulenne,2009,Josbaig,Ossau,O1,2_Toulenne,O1Q31-3 B2,O1fam31,109,308.5217391,199.5217391,100
Toulenne,2009,Josbaig,Ossau,O1,2_Toulenne,O1Q31-4 B2,O1fam31,109,279,170,100
Toulenne,2009,Josbaig,Ossau,O1,2_Toulenne,O1Q31-5 B2,O1fam31,105.5,279,173.5,100
Toulenne,2009,Gedre_bas,Luz,L12,2_Toulenne,L12Q10-5 B2,L12fam10,115.5,318.2,202.7,1200
Toulenne,2009,Gedre_bas,Luz,L12,2_Toulenne,L12Q10-6 B2,L12fam10,118.5,342,223.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,2_Toulenne,L12Q10-7 B2,L12fam10,118.5,321,202.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,2_Toulenne,L12Q10-8 B2,L12fam10,118.5,300,181.5,1200
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q17-4 B2,L16fam17,118.5,318.2,199.7,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q17-5 B2,L16fam17,122,313.7741935,191.7741935,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q17-6 B2,L16fam17,122,313.1764706,191.1764706,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q17-7 B2,L16fam17,122,342,220,1600
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q37-1 B2,L8fam37,122,349,227,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q37-2 B2,L8fam37,122,349,227,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q37-1 B3,L8fam37,122,349,227,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q37-2 B3,L8fam37,118.5,309.3333333,190.8333333,800
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q49-2 B3,L3fam49,115.5,328,212.5,300
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q49-3 B3,L3fam49,115.5,307,191.5,300
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q49-4 B3,L3fam49,115.5,300,184.5,300
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q49-5 B3,L3fam49,118.5,NA,NA,300
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q15-7 B3,L16fam15,125.5,314,188.5,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q15-8 B3,L16fam15,122,310.1818182,188.1818182,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q15-1 B4,L16fam15,115.5,308.3861386,192.8861386,1600
Toulenne,2009,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q7-3 B3,O8fam7,115.5,320.6111111,205.1111111,800
Toulenne,2009,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q7-4 B3,O8fam7,109,349,240,800
Toulenne,2009,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q7-5 B3,O8fam7,116.25,314,197.75,800
Toulenne,2009,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q7-6 B3,O8fam7,109,349,240,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q11-5 B3,L8fam11,109,311.6666667,202.6666667,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q11-7 B2,L8fam11,122,311.4871795,189.4871795,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q11-8 B2,L8fam11,109,317.1111111,208.1111111,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q11-9 B2,L8fam11,122,310.5,188.5,800
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q10-3 B3,L16fam10,115.5,307,191.5,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q10-4 B3,L16fam10,115.5,307,191.5,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q10-5 B3,L16fam10,115.5,312.25,196.75,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q10-6 B3,L16fam10,115.5,314.7777778,199.2777778,1600
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q10-7 B2,O12fam10,112.5,310.5,198,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q10-8 B2,O12fam10,112.5,307.7446809,195.2446809,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q10-9 B2,O12fam10,112.5,308.5217391,196.0217391,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q10-1 B3,O12fam10,112.5,308.2962963,195.7962963,1200
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q7-9 B2,L8fam7,115.5,327.2222222,211.7222222,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q7-1 B3,L8fam7,115.5,349,233.5,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q7-2 B3,L8fam7,115.5,311.6666667,196.1666667,800
Toulenne,2009,Papillon,Luz,L8,2_Toulenne,L8Q7-3 B3,L8fam7,112.5,307,194.5,800
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q22-3 B2,O12fam22,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q22-4 B2,O12fam22,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q22-5 B2,O12fam22,115.5,315,199.5,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q22-6 B2,O12fam22,115.5,314,198.5,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q35-3 B3,O12fam35,115.5,313.7741935,198.2741935,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q35-4 B3,O12fam35,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q35-1 B4,O12fam35,115.5,279,163.5,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q35-2 B4,O12fam35,115.5,313.3636364,197.8636364,1200
Toulenne,2009,Josbaig,Ossau,O1,2_Toulenne,O1Q7-5 B3,O1fam7,115.5,300,184.5,100
Toulenne,2009,Josbaig,Ossau,O1,2_Toulenne,O1Q7-6 B3,O1fam7,112.5,307,194.5,100
Toulenne,2009,Josbaig,Ossau,O1,2_Toulenne,O1Q7-7 B3,O1fam7,118.5,279,160.5,100
Toulenne,2009,Josbaig,Ossau,O1,2_Toulenne,O1Q7-8 B3,O1fam7,122,307,185,100
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q28-4 B3,L16fam28,122,307,185,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q28-1 B4,L16fam28,122,300,178,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q28-2 B4,L16fam28,122,311.6666667,189.6666667,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q28-3 B4,L16fam28,118.5,309.5,191,1600
Toulenne,2009,Gedre_bas,Luz,L12,2_Toulenne,L12Q1-3 B2,L12fam1,115.5,308.1290323,192.6290323,1200
Toulenne,2009,Gedre_bas,Luz,L12,2_Toulenne,L12Q1-4 B2,L12fam1,115.5,308.4,192.9,1200
Toulenne,2009,Gedre_bas,Luz,L12,2_Toulenne,L12Q1-1 B3,L12fam1,115.5,314,198.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,2_Toulenne,L12Q1-2 B3,L12fam1,115.5,308.2962963,192.7962963,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q9-2 B3,O12fam9,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q9-3 B3,O12fam9,112.5,308.4893617,195.9893617,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q9-4 B3,O12fam9,115.5,310.5,195,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q9-5 B3,O12fam9,109,312,203,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q37-2 B2,O12fam37,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q37-3 B2,O12fam37,112.5,313.6666667,201.1666667,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q37-4 B2,O12fam37,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q37-5 B2,O12fam37,112.5,313.6666667,201.1666667,1200
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q55-6 B3,L3fam55,115.5,320.2222222,204.7222222,300
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q55-7 B3,L3fam55,122,319.0555556,197.0555556,300
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q55-8 B3,L3fam55,122,319.0555556,197.0555556,300
Toulenne,2009,Ibos,Luz,L3,2_Toulenne,L3Q55-9 B3,L3fam55,122,307,185,300
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q38-8 B2,O12fam38,112.5,308.5217391,196.0217391,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q38-9 B2,O12fam38,102,300,198,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q38-1 B3,O12fam38,109,293,184,1200
Toulenne,2009,Gabas,Ossau,O12,2_Toulenne,O12Q38-3 B3,O12fam38,109,307,198,1200
Toulenne,2009,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q1-1 B3,O8fam1,102,308.75,206.75,800
Toulenne,2009,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q1-2 B3,O8fam1,105.5,300,194.5,800
Toulenne,2009,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q1-3 B3,O8fam1,109,321,212,800
Toulenne,2009,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q1-4 B3,O8fam1,109,308.4,199.4,800
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q19-5 B2,L16fam19,112.5,321,208.5,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q19-6 B2,L16fam19,118.5,308.75,190.25,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q19-7 B2,L16fam19,115.5,307,191.5,1600
Toulenne,2009,Peguere,Luz,L16,2_Toulenne,L16Q19-8 B2,L16fam19,115.5,307,191.5,1600
Toulenne,2009,Laveyron,Luz,L1,2_Toulenne,L1Q15-1 B3,L1fam15,102,320.2222222,218.2222222,100
